age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
30,admin,married,university,no,no,cellular,nov,thu,248,2,999,0,nonexistent,no
30,admin,single,university,no,yes,cellular,nov,thu,106,3,999,0,nonexistent,no
42,technician,married,university,no,no,telephone,nov,thu,172,2,999,0,nonexistent,no
31,blue-collar,married,basic,yes,no,cellular,nov,thu,233,4,999,0,nonexistent,no
46,admin,divorced,university,unknown,unknown,cellular,nov,thu,257,2,999,0,nonexistent,no
31,blue-collar,married,basic,no,no,cellular,nov,thu,693,3,999,0,nonexistent,no
45,unemployed,married,basic,no,no,telephone,nov,thu,134,9,999,0,nonexistent,no
33,admin,single,university,yes,no,cellular,nov,thu,182,2,999,0,nonexistent,no
31,services,single,high_school,yes,no,cellular,nov,thu,1059,2,999,0,nonexistent,yes
33,admin,married,university,no,no,cellular,nov,thu,139,3,999,0,nonexistent,no
45,blue-collar,married,basic,yes,no,cellular,nov,thu,265,3,999,0,nonexistent,no
42,technician,single,university,yes,no,cellular,nov,fri,91,2,999,0,nonexistent,no
56,admin,divorced,university,no,no,cellular,nov,fri,149,4,999,0,nonexistent,no
31,admin,married,university,yes,no,cellular,nov,fri,149,5,999,0,nonexistent,no
44,management,single,university,yes,yes,cellular,nov,fri,46,3,999,0,nonexistent,no
53,self-employed,married,university,yes,no,cellular,nov,fri,528,1,999,0,nonexistent,yes
32,technician,single,university,yes,no,cellular,nov,fri,86,3,999,0,nonexistent,no
39,admin,single,university,yes,yes,cellular,nov,fri,195,1,999,0,nonexistent,no
48,blue-collar,married,basic,yes,yes,cellular,nov,fri,53,1,999,0,nonexistent,no
50,admin,married,university,no,no,cellular,nov,fri,206,1,999,0,nonexistent,no
49,technician,married,basic,no,no,cellular,nov,fri,378,1,999,1,failure,no
50,technician,married,university,yes,no,cellular,nov,fri,100,2,999,0,nonexistent,no
32,technician,single,university,yes,no,cellular,nov,fri,67,5,999,0,nonexistent,no
33,admin,married,university,yes,no,cellular,nov,fri,82,3,999,0,nonexistent,no
57,admin,divorced,university,yes,yes,cellular,nov,fri,65,1,999,0,nonexistent,no
45,admin,divorced,high_school,yes,no,cellular,nov,fri,980,2,999,0,nonexistent,yes
43,services,single,high_school,no,yes,cellular,nov,fri,53,1,999,0,nonexistent,no
32,technician,single,university,yes,no,cellular,nov,fri,226,1,999,0,nonexistent,no
39,services,married,high_school,yes,no,cellular,nov,fri,197,3,999,0,nonexistent,no
53,admin,divorced,university,yes,no,cellular,nov,fri,551,1,999,0,nonexistent,no
56,retired,married,basic,yes,no,cellular,nov,fri,481,2,999,0,nonexistent,yes
40,management,married,university,yes,no,cellular,nov,fri,106,2,999,0,nonexistent,no
59,self-employed,married,university,no,no,cellular,nov,fri,383,4,999,1,failure,no
53,admin,married,high_school,yes,no,cellular,nov,fri,50,2,999,0,nonexistent,no
46,unemployed,divorced,basic,no,no,cellular,nov,fri,366,3,3,1,success,no
53,technician,married,university,yes,no,cellular,nov,fri,11,7,999,0,nonexistent,no
41,technician,married,university,yes,no,cellular,nov,fri,82,5,5,1,success,no
57,management,married,university,yes,yes,cellular,nov,fri,22,2,999,1,failure,no
56,admin,married,university,no,no,cellular,nov,fri,808,2,999,0,nonexistent,yes
51,blue-collar,married,basic,no,no,cellular,nov,fri,1032,10,999,1,failure,no
42,services,divorced,high_school,yes,no,cellular,nov,fri,855,3,999,0,nonexistent,no
43,technician,married,university,no,no,cellular,nov,fri,24,9,999,0,nonexistent,no
49,entrepreneur,married,university,yes,no,cellular,nov,fri,13,2,999,0,nonexistent,no
31,technician,single,university,yes,yes,telephone,nov,fri,30,3,999,0,nonexistent,no
39,management,married,university,yes,no,telephone,nov,fri,10,7,999,0,nonexistent,no
34,admin,married,university,no,no,telephone,nov,fri,205,3,999,1,failure,no
51,blue-collar,married,basic,yes,yes,telephone,dec,mon,170,1,999,0,nonexistent,no
28,technician,single,university,yes,yes,cellular,mar,mon,54,1,999,0,nonexistent,no
28,technician,single,university,yes,no,cellular,mar,mon,120,3,999,0,nonexistent,yes
28,student,single,basic,yes,no,cellular,mar,tue,320,1,999,0,nonexistent,yes
41,services,married,high_school,no,no,cellular,mar,wed,396,2,999,0,nonexistent,yes
38,technician,married,university,no,no,cellular,mar,thu,66,3,999,0,nonexistent,no
23,admin,single,university,yes,no,cellular,mar,thu,64,1,999,0,nonexistent,no
38,technician,married,university,yes,no,cellular,mar,thu,182,1,999,0,nonexistent,yes
38,technician,married,university,yes,no,cellular,mar,fri,207,2,7,1,success,yes
32,management,single,university,yes,no,cellular,mar,mon,78,2,999,1,failure,no
32,management,single,university,yes,no,cellular,mar,mon,75,2,999,0,nonexistent,no
32,management,single,university,yes,no,cellular,mar,tue,106,1,999,0,nonexistent,yes
31,blue-collar,single,high_school,yes,no,cellular,mar,tue,272,1,999,0,nonexistent,yes
88,retired,divorced,basic,no,no,cellular,mar,wed,266,2,999,0,nonexistent,yes
88,retired,divorced,basic,no,no,cellular,mar,wed,323,1,999,0,nonexistent,yes
56,retired,married,university,yes,yes,cellular,mar,mon,104,2,999,0,nonexistent,no
27,unemployed,single,university,yes,no,cellular,mar,mon,269,1,999,0,nonexistent,no
32,technician,divorced,university,yes,yes,cellular,mar,tue,460,1,999,0,nonexistent,yes
31,admin,married,university,yes,no,cellular,mar,tue,170,3,999,0,nonexistent,yes
22,student,single,basic,yes,no,cellular,mar,thu,173,1,999,0,nonexistent,no
25,admin,married,university,yes,no,cellular,mar,fri,277,1,999,0,nonexistent,no
43,admin,married,university,yes,no,cellular,mar,fri,111,3,999,0,nonexistent,no
32,admin,married,university,yes,no,cellular,mar,mon,517,1,999,0,nonexistent,yes
29,admin,single,university,no,yes,cellular,apr,wed,117,1,999,0,nonexistent,no
63,retired,married,university,no,no,telephone,apr,wed,74,3,999,0,nonexistent,no
40,blue-collar,married,basic,no,no,cellular,apr,thu,450,2,999,0,nonexistent,no
39,blue-collar,single,basic,no,no,cellular,apr,thu,311,2,999,0,nonexistent,no
50,services,married,basic,yes,yes,cellular,apr,thu,260,1,999,0,nonexistent,no
32,blue-collar,married,basic,yes,no,cellular,apr,fri,224,1,999,0,nonexistent,no
51,technician,divorced,university,yes,yes,cellular,apr,fri,84,1,999,1,failure,no
43,management,married,university,no,no,cellular,apr,fri,121,2,999,0,nonexistent,no
31,technician,single,high_school,yes,no,cellular,apr,fri,596,1,999,1,failure,no
38,admin,single,high_school,yes,no,cellular,apr,mon,332,2,999,1,failure,no
44,technician,married,unknown,yes,no,cellular,apr,mon,104,1,999,1,failure,no
29,technician,single,university,yes,no,cellular,apr,mon,740,3,999,0,nonexistent,yes
51,admin,divorced,university,no,yes,cellular,apr,mon,583,3,999,0,nonexistent,no
57,blue-collar,married,high_school,yes,no,cellular,apr,tue,97,2,999,0,nonexistent,no
34,admin,single,high_school,yes,yes,cellular,apr,tue,2299,2,999,0,nonexistent,yes
32,technician,single,university,no,no,cellular,apr,tue,721,4,999,0,nonexistent,yes
32,technician,single,university,no,no,cellular,apr,tue,83,1,999,0,nonexistent,no
36,self-employed,single,university,no,yes,cellular,apr,tue,104,2,999,0,nonexistent,no
25,student,single,high_school,yes,no,cellular,apr,wed,117,1,999,0,nonexistent,yes
49,blue-collar,divorced,basic,no,no,cellular,apr,wed,430,1,999,0,nonexistent,no
63,retired,married,unknown,no,no,telephone,apr,wed,185,1,999,0,nonexistent,no
28,admin,married,university,yes,no,cellular,apr,wed,261,1,999,0,nonexistent,no
38,admin,married,high_school,no,no,cellular,apr,wed,518,2,999,1,failure,no
35,technician,divorced,university,yes,no,cellular,apr,wed,229,1,999,1,failure,no
47,admin,married,unknown,no,yes,cellular,apr,wed,764,2,999,0,nonexistent,no
29,admin,single,university,no,no,cellular,apr,wed,548,2,999,0,nonexistent,yes
32,services,divorced,high_school,no,no,cellular,apr,thu,765,3,999,0,nonexistent,no
30,self-employed,single,university,yes,no,cellular,apr,thu,331,1,999,1,failure,yes
49,blue-collar,married,basic,yes,yes,cellular,apr,thu,504,1,999,0,nonexistent,no
37,blue-collar,married,university,no,no,cellular,apr,thu,188,1,999,0,nonexistent,no
30,admin,single,university,no,yes,cellular,apr,tue,505,1,999,0,nonexistent,yes
26,unemployed,single,university,yes,no,telephone,apr,tue,300,3,999,0,nonexistent,yes
23,technician,single,university,no,yes,cellular,apr,tue,422,4,999,0,nonexistent,no
25,student,single,high_school,yes,yes,cellular,apr,wed,82,1,999,0,nonexistent,yes
44,unemployed,divorced,basic,no,no,cellular,apr,wed,114,1,999,0,nonexistent,no
32,admin,single,high_school,yes,yes,cellular,apr,wed,120,1,999,0,nonexistent,no
39,management,single,university,no,no,cellular,apr,thu,370,1,999,1,failure,no
43,management,married,unknown,no,no,cellular,apr,thu,177,1,999,0,nonexistent,no
31,technician,single,university,yes,no,cellular,apr,thu,270,1,999,1,failure,no
31,blue-collar,married,basic,yes,no,cellular,apr,thu,172,1,999,0,nonexistent,no
29,admin,single,university,no,no,cellular,apr,thu,298,4,999,0,nonexistent,yes
29,admin,divorced,basic,yes,no,cellular,apr,thu,114,4,999,0,nonexistent,no
38,admin,married,high_school,yes,no,cellular,apr,thu,118,2,999,1,failure,no
30,admin,single,high_school,no,no,cellular,apr,thu,75,1,999,0,nonexistent,no
48,services,divorced,high_school,no,no,cellular,apr,thu,235,2,999,1,failure,no
31,admin,married,high_school,no,no,cellular,apr,thu,125,2,999,0,nonexistent,no
55,blue-collar,married,basic,yes,yes,cellular,apr,thu,772,4,999,0,nonexistent,no
53,management,married,high_school,yes,no,cellular,apr,thu,280,2,999,1,failure,no
38,admin,married,high_school,yes,no,cellular,apr,thu,302,2,999,1,failure,no
40,services,single,high_school,yes,no,cellular,apr,thu,91,2,999,1,failure,no
52,retired,married,basic,yes,yes,cellular,apr,thu,449,2,999,0,nonexistent,no
24,blue-collar,married,university,no,no,cellular,apr,thu,348,2,999,0,nonexistent,no
38,technician,divorced,high_school,yes,yes,cellular,apr,thu,279,3,999,1,failure,no
38,entrepreneur,married,basic,yes,no,cellular,apr,thu,691,1,999,0,nonexistent,no
47,services,married,basic,yes,no,cellular,apr,thu,561,3,999,0,nonexistent,no
29,admin,married,university,yes,no,cellular,apr,fri,430,1,999,0,nonexistent,no
48,blue-collar,married,basic,no,no,cellular,apr,fri,50,1,999,0,nonexistent,no
41,management,married,university,yes,yes,cellular,apr,fri,249,1,999,0,nonexistent,no
34,entrepreneur,married,university,yes,yes,cellular,apr,fri,108,1,999,0,nonexistent,no
31,admin,married,high_school,no,no,cellular,apr,fri,238,1,999,1,failure,no
34,management,married,university,yes,no,cellular,apr,fri,416,1,999,0,nonexistent,no
34,technician,divorced,university,yes,no,cellular,apr,fri,172,1,999,0,nonexistent,no
49,blue-collar,married,basic,yes,no,cellular,apr,fri,832,2,999,0,nonexistent,no
36,services,married,high_school,yes,no,cellular,apr,fri,101,1,999,1,failure,no
45,blue-collar,married,unknown,no,no,cellular,apr,fri,106,1,999,0,nonexistent,no
36,entrepreneur,married,basic,no,no,cellular,apr,fri,299,1,999,0,nonexistent,no
41,blue-collar,married,basic,no,yes,cellular,apr,fri,351,1,999,0,nonexistent,no
56,self-employed,divorced,university,no,no,telephone,apr,fri,42,1,999,0,nonexistent,no
29,admin,married,university,unknown,unknown,cellular,apr,fri,462,1,999,1,failure,no
37,blue-collar,married,basic,yes,yes,cellular,apr,fri,43,1,999,0,nonexistent,no
32,blue-collar,married,basic,no,no,cellular,apr,fri,342,3,999,0,nonexistent,no
39,services,divorced,basic,no,no,cellular,apr,fri,286,2,999,1,failure,no
27,unemployed,single,basic,yes,no,cellular,apr,fri,279,1,999,0,nonexistent,no
39,blue-collar,married,basic,no,no,cellular,apr,fri,407,2,999,0,nonexistent,no
34,admin,married,high_school,yes,no,cellular,apr,fri,113,2,999,2,failure,no
34,blue-collar,married,basic,yes,no,cellular,apr,fri,157,2,999,0,nonexistent,no
35,services,married,high_school,no,no,cellular,apr,fri,280,1,999,1,failure,no
41,admin,single,university,yes,yes,cellular,apr,fri,41,1,999,0,nonexistent,no
36,admin,single,high_school,yes,no,cellular,apr,fri,508,3,999,0,nonexistent,no
37,admin,married,high_school,no,yes,cellular,apr,fri,463,1,999,1,failure,no
29,blue-collar,single,basic,no,no,cellular,apr,fri,22,1,999,2,failure,no
38,admin,married,university,yes,no,cellular,apr,fri,107,1,999,0,nonexistent,yes
41,admin,married,university,no,no,cellular,apr,fri,476,1,999,0,nonexistent,yes
41,admin,divorced,high_school,yes,no,cellular,apr,fri,114,3,999,0,nonexistent,no
34,unemployed,married,basic,yes,no,cellular,apr,fri,153,3,999,0,nonexistent,no
28,technician,single,university,no,no,cellular,apr,fri,232,2,999,0,nonexistent,no
55,management,married,university,yes,no,cellular,apr,fri,949,2,999,0,nonexistent,yes
42,admin,single,high_school,no,no,cellular,apr,fri,166,2,999,0,nonexistent,no
24,services,single,high_school,no,yes,cellular,apr,fri,1426,2,999,1,failure,no
35,admin,single,high_school,no,no,cellular,apr,fri,146,2,5,2,success,no
55,admin,divorced,high_school,unknown,unknown,cellular,apr,fri,278,2,999,0,nonexistent,no
39,management,single,university,yes,no,cellular,apr,fri,271,2,999,0,nonexistent,yes
41,blue-collar,married,basic,yes,no,cellular,apr,fri,1038,2,999,0,nonexistent,no
35,blue-collar,married,university,yes,yes,telephone,apr,fri,114,2,999,0,nonexistent,no
45,housemaid,married,basic,yes,no,cellular,apr,mon,158,2,999,0,nonexistent,yes
30,student,single,university,yes,yes,telephone,apr,mon,37,1,999,0,nonexistent,no
30,admin,married,high_school,no,no,cellular,apr,mon,566,1,999,0,nonexistent,no
56,blue-collar,married,basic,yes,yes,cellular,apr,mon,223,1,999,0,nonexistent,no
26,admin,married,high_school,yes,no,cellular,apr,mon,61,1,999,0,nonexistent,no
29,self-employed,single,university,yes,no,cellular,apr,mon,128,1,999,0,nonexistent,no
53,services,married,high_school,yes,no,cellular,apr,mon,62,4,999,0,nonexistent,no
40,management,married,university,no,no,cellular,apr,mon,28,7,999,0,nonexistent,no
35,admin,single,basic,yes,no,cellular,apr,mon,79,1,999,1,failure,no
29,technician,single,university,no,yes,cellular,apr,mon,222,1,999,0,nonexistent,no
31,management,single,university,yes,no,cellular,apr,mon,92,1,999,1,failure,no
46,admin,married,high_school,no,no,cellular,apr,mon,11,5,999,2,failure,no
44,blue-collar,married,basic,no,no,cellular,apr,mon,92,3,999,1,failure,no
53,housemaid,married,basic,unknown,unknown,cellular,apr,mon,372,2,999,0,nonexistent,no
31,technician,single,university,yes,no,cellular,apr,mon,170,1,999,1,failure,no
46,services,married,high_school,no,no,cellular,apr,mon,91,1,999,1,failure,no
52,services,married,basic,no,no,cellular,apr,mon,157,1,999,1,failure,no
48,services,divorced,high_school,no,no,cellular,apr,mon,715,1,999,1,failure,no
56,housemaid,married,basic,yes,no,cellular,apr,mon,325,1,999,0,nonexistent,yes
47,blue-collar,married,basic,yes,no,cellular,apr,mon,238,1,999,0,nonexistent,no
48,services,divorced,high_school,unknown,unknown,cellular,apr,mon,124,1,999,1,failure,no
34,admin,single,basic,no,no,cellular,apr,mon,170,2,999,0,nonexistent,no
37,services,married,high_school,no,no,cellular,apr,mon,1010,3,999,0,nonexistent,no
25,admin,married,university,yes,no,cellular,apr,mon,137,1,999,1,failure,no
52,entrepreneur,married,basic,yes,yes,telephone,apr,mon,67,5,999,0,nonexistent,no
31,services,married,basic,no,no,cellular,apr,mon,643,3,999,0,nonexistent,no
34,blue-collar,married,basic,yes,no,cellular,apr,mon,10,3,999,0,nonexistent,no
34,blue-collar,married,basic,no,no,cellular,apr,mon,31,4,999,1,failure,no
57,self-employed,married,basic,yes,no,cellular,apr,mon,659,2,999,0,nonexistent,no
34,admin,divorced,high_school,no,no,cellular,apr,tue,446,1,999,0,nonexistent,no
64,retired,married,basic,yes,no,cellular,apr,wed,104,1,999,2,failure,yes
30,student,single,unknown,yes,no,cellular,apr,wed,176,1,999,0,nonexistent,no
62,self-employed,married,university,yes,yes,telephone,apr,thu,164,4,999,0,nonexistent,no
53,retired,married,basic,no,no,telephone,apr,thu,67,3,999,0,nonexistent,no
34,unknown,married,basic,yes,yes,cellular,apr,thu,94,1,999,0,nonexistent,no
61,admin,married,university,yes,yes,cellular,apr,thu,266,5,999,0,nonexistent,yes
28,blue-collar,single,basic,yes,no,cellular,apr,fri,65,2,999,0,nonexistent,no
85,retired,married,basic,yes,no,cellular,apr,fri,117,2,999,0,nonexistent,no
27,management,married,university,no,no,cellular,apr,mon,444,1,999,0,nonexistent,yes
47,services,married,high_school,yes,no,cellular,apr,wed,636,2,999,0,nonexistent,yes
31,admin,single,university,no,no,cellular,apr,thu,353,1,999,0,nonexistent,no
46,admin,married,high_school,no,no,telephone,apr,thu,268,1,999,0,nonexistent,no
49,management,married,university,yes,no,cellular,apr,thu,387,1,999,0,nonexistent,yes
51,technician,married,university,yes,yes,cellular,apr,thu,297,1,2,2,success,yes
27,admin,single,university,yes,no,cellular,apr,thu,193,1,999,1,failure,no
56,entrepreneur,married,university,no,no,cellular,apr,thu,85,1,999,0,nonexistent,no
39,technician,married,university,yes,no,cellular,apr,thu,423,2,999,0,nonexistent,yes
49,unemployed,married,university,no,no,cellular,apr,thu,171,1,999,1,failure,no
60,admin,married,high_school,yes,yes,cellular,apr,thu,482,2,999,0,nonexistent,yes
47,blue-collar,married,high_school,no,no,cellular,apr,thu,439,2,999,0,nonexistent,yes
60,admin,married,university,yes,no,cellular,apr,thu,473,1,999,1,failure,yes
57,retired,married,university,no,no,cellular,apr,thu,81,1,999,1,failure,no
32,self-employed,single,university,yes,no,cellular,apr,thu,441,2,999,0,nonexistent,no
40,self-employed,single,university,yes,no,cellular,apr,thu,384,1,999,0,nonexistent,yes
49,technician,single,university,yes,no,cellular,apr,thu,861,2,999,0,nonexistent,yes
49,management,married,university,no,yes,cellular,apr,thu,296,1,999,0,nonexistent,no
28,admin,married,university,no,no,cellular,apr,thu,115,2,999,1,failure,no
32,blue-collar,married,university,no,no,cellular,apr,thu,140,2,999,0,nonexistent,no
38,admin,single,university,yes,no,cellular,apr,thu,645,1,999,0,nonexistent,yes
53,technician,married,university,yes,no,cellular,apr,thu,301,1,999,0,nonexistent,yes
33,admin,single,high_school,no,no,cellular,apr,thu,380,3,999,0,nonexistent,yes
27,student,single,unknown,yes,no,cellular,apr,thu,35,1,999,0,nonexistent,no
46,technician,married,high_school,no,no,cellular,may,mon,60,5,3,1,success,no
60,management,married,university,yes,no,telephone,may,mon,364,1,999,0,nonexistent,no
35,services,married,basic,no,no,cellular,may,mon,392,2,3,2,success,yes
60,blue-collar,married,basic,yes,no,cellular,may,mon,193,1,999,1,failure,yes
49,admin,married,university,yes,yes,telephone,may,mon,16,1,999,0,nonexistent,no
31,admin,divorced,university,yes,no,cellular,may,mon,226,1,999,0,nonexistent,yes
28,blue-collar,married,basic,no,no,cellular,may,mon,364,2,999,0,nonexistent,no
51,blue-collar,married,basic,yes,no,cellular,may,mon,59,2,999,0,nonexistent,no
27,management,single,university,yes,no,cellular,may,mon,77,2,999,0,nonexistent,no
52,admin,single,high_school,no,no,cellular,may,mon,127,2,999,0,nonexistent,no
27,management,single,university,no,no,cellular,may,mon,52,4,999,0,nonexistent,no
27,technician,single,university,yes,no,cellular,may,mon,90,4,999,1,failure,no
44,self-employed,single,university,yes,no,cellular,may,mon,922,4,999,0,nonexistent,yes
30,self-employed,married,university,no,no,cellular,may,mon,107,4,999,0,nonexistent,no
28,technician,single,high_school,yes,no,cellular,may,mon,134,3,999,1,failure,no
41,services,single,high_school,yes,no,cellular,may,mon,417,2,999,0,nonexistent,no
40,admin,married,university,no,no,cellular,may,mon,365,4,999,0,nonexistent,yes
44,technician,married,high_school,no,no,cellular,may,mon,174,5,999,1,failure,no
29,management,married,university,no,no,telephone,may,mon,150,5,999,0,nonexistent,no
48,unemployed,married,university,yes,yes,cellular,may,mon,10,4,999,1,failure,no
32,technician,single,university,no,no,cellular,may,tue,146,2,999,0,nonexistent,no
36,blue-collar,married,basic,yes,no,cellular,may,tue,301,1,999,0,nonexistent,no
36,blue-collar,married,basic,no,no,cellular,may,tue,234,1,999,0,nonexistent,no
39,blue-collar,married,basic,yes,no,telephone,may,tue,29,1,999,0,nonexistent,no
58,admin,single,university,no,no,cellular,may,tue,358,1,999,0,nonexistent,no
49,admin,married,high_school,yes,no,cellular,may,tue,668,1,999,1,failure,yes
50,technician,married,unknown,yes,no,cellular,may,tue,500,1,999,0,nonexistent,no
28,blue-collar,single,basic,no,no,cellular,may,tue,718,1,999,1,failure,no
48,services,married,basic,no,no,cellular,may,tue,1130,4,999,0,nonexistent,no
35,services,married,basic,yes,no,cellular,may,tue,136,2,999,0,nonexistent,no
30,admin,married,high_school,no,yes,cellular,may,tue,838,1,999,0,nonexistent,yes
44,blue-collar,married,basic,no,no,cellular,may,tue,659,1,999,1,failure,no
48,blue-collar,married,basic,yes,no,cellular,may,tue,258,1,999,0,nonexistent,no
51,blue-collar,married,university,yes,no,cellular,may,tue,273,1,999,0,nonexistent,no
47,entrepreneur,married,unknown,yes,no,cellular,may,tue,197,1,999,0,nonexistent,no
35,technician,married,university,yes,no,cellular,may,tue,206,1,999,1,failure,no
36,admin,single,high_school,yes,no,cellular,may,tue,220,1,999,1,failure,no
45,entrepreneur,divorced,basic,yes,no,cellular,may,tue,29,3,999,0,nonexistent,no
30,services,married,high_school,yes,no,cellular,may,tue,93,1,999,0,nonexistent,no
41,blue-collar,married,basic,yes,no,cellular,may,tue,259,1,999,0,nonexistent,no
41,blue-collar,married,basic,yes,no,cellular,may,tue,1101,1,999,0,nonexistent,no
32,management,divorced,university,no,no,cellular,may,tue,342,3,999,0,nonexistent,no
33,services,married,university,yes,no,cellular,may,tue,335,2,999,0,nonexistent,no
43,blue-collar,married,basic,no,no,cellular,may,tue,322,4,999,0,nonexistent,no
36,blue-collar,married,basic,yes,yes,cellular,may,tue,333,2,999,0,nonexistent,no
41,blue-collar,married,basic,unknown,unknown,cellular,may,tue,124,2,999,0,nonexistent,no
38,technician,married,university,no,no,cellular,may,tue,371,2,999,0,nonexistent,no
48,blue-collar,single,basic,no,no,cellular,may,tue,275,1,999,0,nonexistent,no
46,technician,married,university,yes,no,telephone,may,tue,193,1,999,1,failure,no
38,blue-collar,married,university,yes,no,cellular,may,tue,418,3,999,0,nonexistent,no
46,technician,married,high_school,yes,no,cellular,may,tue,368,1,999,0,nonexistent,no
34,housemaid,married,high_school,no,no,cellular,may,wed,142,3,999,0,nonexistent,no
33,admin,married,high_school,no,no,cellular,may,wed,105,4,999,1,failure,no
36,blue-collar,married,basic,no,no,cellular,may,wed,54,1,999,2,failure,no
38,technician,married,university,yes,no,cellular,may,wed,147,1,999,0,nonexistent,no
35,blue-collar,married,high_school,no,no,cellular,may,wed,285,1,999,0,nonexistent,no
33,blue-collar,married,basic,no,no,cellular,may,wed,473,4,999,0,nonexistent,no
45,entrepreneur,married,university,no,no,cellular,may,wed,139,6,999,0,nonexistent,no
42,blue-collar,single,basic,yes,yes,cellular,may,wed,200,1,999,0,nonexistent,no
43,blue-collar,married,basic,no,yes,cellular,may,wed,153,1,999,2,failure,no
41,blue-collar,single,basic,no,no,cellular,may,wed,128,1,999,0,nonexistent,no
38,admin,married,basic,yes,no,cellular,may,wed,472,1,999,0,nonexistent,no
38,blue-collar,married,basic,no,no,cellular,may,wed,161,1,999,1,failure,no
36,technician,single,university,no,no,cellular,may,wed,199,1,999,1,failure,no
30,admin,single,university,yes,no,cellular,may,wed,60,1,999,1,failure,no
34,admin,single,high_school,yes,no,cellular,may,wed,78,1,12,1,success,no
29,blue-collar,married,basic,no,yes,cellular,may,wed,837,1,999,0,nonexistent,yes
36,blue-collar,divorced,basic,yes,no,cellular,may,wed,197,1,999,1,failure,no
28,technician,single,university,no,no,cellular,may,wed,687,2,999,1,failure,yes
47,blue-collar,married,basic,no,no,cellular,may,wed,169,1,999,0,nonexistent,no
36,blue-collar,married,basic,no,no,cellular,may,wed,133,1,999,0,nonexistent,no
43,management,married,university,yes,no,cellular,may,wed,192,1,999,0,nonexistent,no
40,blue-collar,married,unknown,yes,no,cellular,may,wed,88,1,999,1,failure,no
38,self-employed,married,basic,no,no,cellular,may,wed,270,4,999,1,failure,no
35,technician,married,university,no,yes,cellular,may,wed,273,4,999,0,nonexistent,no
34,technician,married,university,yes,no,cellular,may,wed,91,3,999,0,nonexistent,no
41,blue-collar,married,basic,yes,no,cellular,may,wed,187,8,999,0,nonexistent,no
50,blue-collar,married,university,yes,no,cellular,may,thu,157,1,999,1,failure,no
30,technician,single,university,yes,no,cellular,may,thu,512,1,999,0,nonexistent,no
45,admin,married,high_school,yes,no,cellular,may,thu,155,1,999,0,nonexistent,no
40,blue-collar,married,basic,yes,yes,cellular,may,thu,549,1,999,0,nonexistent,no
30,admin,single,university,yes,yes,cellular,may,thu,104,1,999,1,failure,no
39,entrepreneur,married,unknown,yes,yes,cellular,may,thu,85,3,999,0,nonexistent,no
28,technician,married,university,yes,no,cellular,may,thu,402,1,999,0,nonexistent,no
37,student,single,university,no,no,telephone,may,thu,149,1,999,1,failure,no
26,services,single,university,yes,no,cellular,may,thu,551,1,999,1,failure,no
28,blue-collar,single,high_school,no,no,cellular,may,thu,278,1,999,0,nonexistent,no
31,technician,married,university,yes,no,cellular,may,thu,46,1,999,0,nonexistent,no
33,admin,married,high_school,yes,no,cellular,may,thu,59,1,999,0,nonexistent,no
28,admin,single,high_school,yes,yes,cellular,may,thu,275,2,999,0,nonexistent,no
40,management,married,university,no,no,cellular,may,thu,245,1,999,0,nonexistent,no
27,blue-collar,single,basic,yes,no,cellular,may,thu,99,1,999,0,nonexistent,no
45,technician,divorced,high_school,yes,no,cellular,may,thu,174,1,999,1,failure,no
27,blue-collar,single,basic,yes,yes,cellular,may,thu,623,1,999,0,nonexistent,yes
45,technician,divorced,high_school,yes,no,cellular,may,thu,121,2,999,0,nonexistent,no
36,blue-collar,married,unknown,yes,no,cellular,may,thu,349,1,999,1,failure,no
27,services,single,high_school,yes,no,cellular,may,thu,193,1,999,0,nonexistent,no
43,blue-collar,married,basic,no,no,cellular,may,thu,352,1,999,0,nonexistent,no
37,blue-collar,single,university,yes,no,cellular,may,thu,166,2,999,0,nonexistent,no
37,blue-collar,married,basic,no,no,cellular,may,thu,253,2,999,1,failure,no
26,admin,single,basic,yes,no,cellular,may,thu,33,3,999,1,failure,no
35,management,married,university,no,no,cellular,may,thu,437,3,999,1,failure,no
36,admin,married,university,no,no,cellular,may,thu,271,2,999,0,nonexistent,no
35,blue-collar,married,basic,no,no,cellular,may,thu,126,2,999,0,nonexistent,no
35,services,married,university,yes,no,cellular,may,thu,188,2,999,0,nonexistent,no
35,blue-collar,married,basic,yes,yes,cellular,may,thu,235,2,999,0,nonexistent,no
31,services,married,high_school,unknown,unknown,cellular,may,thu,215,2,999,1,failure,no
31,management,single,university,yes,no,cellular,may,thu,239,2,999,0,nonexistent,no
39,technician,married,university,no,no,cellular,may,thu,20,8,999,0,nonexistent,no
49,blue-collar,married,basic,yes,no,cellular,may,thu,411,1,999,0,nonexistent,no
25,services,single,high_school,yes,no,cellular,may,thu,239,3,999,0,nonexistent,no
36,blue-collar,married,basic,yes,yes,cellular,may,thu,490,1,999,0,nonexistent,no
30,blue-collar,single,high_school,yes,no,cellular,may,thu,340,1,999,0,nonexistent,no
33,blue-collar,single,basic,no,yes,cellular,may,fri,328,2,999,1,failure,no
39,technician,married,university,yes,no,cellular,may,fri,608,2,999,0,nonexistent,no
34,management,single,university,no,yes,cellular,may,fri,662,4,999,0,nonexistent,yes
38,services,married,high_school,yes,yes,cellular,may,fri,302,1,999,0,nonexistent,no
